thickness,crossplane,r,x,y,t
5.01187e-09,4.404,0.0,20,2,300
6.30957e-09,5.14372,0.0,20,2,300
7.94328e-09,5.95738,0.0,20,2,300
1e-08,6.8411,0.0,20,2,300
1.25893e-08,7.78915,0.0,20,2,300
1.58489e-08,8.79432,0.0,20,2,300
1.99526e-08,9.84835,0.0,20,2,300
2.51189e-08,10.9424,0.0,20,2,300
3.16228e-08,12.0674,0.0,20,2,300
3.98107e-08,13.2143,0.0,20,2,300
5.01187e-08,14.3741,0.0,20,2,300
6.30957e-08,15.5382,0.0,20,2,300
7.94328e-08,16.6979,0.0,20,2,300
1e-07,17.845,0.0,20,2,300
1.25893e-07,18.9714,0.0,20,2,300
1.58489e-07,20.0693,0.0,20,2,300
1.99526e-07,21.1315,0.0,20,2,300
2.51189e-07,22.1512,0.0,20,2,300
3.16228e-07,23.1226,0.0,20,2,300
3.98107e-07,24.0402,0.0,20,2,300
5.01187e-07,24.8995,0.0,20,2,300
6.30957e-07,25.6972,0.0,20,2,300
7.94328e-07,26.4305,0.0,20,2,300
1e-06,27.098,0.0,20,2,300
1.25893e-06,27.6994,0.0,20,2,300
1.58489e-06,28.2358,0.0,20,2,300
1.99526e-06,28.7091,0.0,20,2,300
2.51189e-06,29.1226,0.0,20,2,300
3.16228e-06,29.4801,0.0,20,2,300
3.98107e-06,29.7863,0.0,20,2,300
5.01187e-06,30.0461,0.0,20,2,300
6.30957e-06,30.2646,0.0,20,2,300
7.94328e-06,30.4469,0.0,20,2,300
1e-05,30.5978,0.0,20,2,300
1.25893e-05,30.722,0.0,20,2,300
1.58489e-05,30.8235,0.0,20,2,300
1.99526e-05,30.9061,0.0,20,2,300
2.51189e-05,30.9731,0.0,20,2,300
3.16228e-05,31.0272,0.0,20,2,300
3.98107e-05,31.0707,0.0,20,2,300
5.01187e-05,31.1056,0.0,20,2,300
6.30957e-05,31.1336,0.0,20,2,300
7.94328e-05,31.1559,0.0,20,2,300
0.0001,31.1738,0.0,20,2,300
1e-09,1.21348,0.0,20,2,400
1.25893e-09,1.4852,0.0,20,2,400
1.58489e-09,1.80872,0.0,20,2,400
1.99526e-09,2.19045,0.0,20,2,400
2.51189e-09,2.63635,0.0,20,2,400
3.16228e-09,3.15158,0.0,20,2,400
3.98107e-09,3.74005,0.0,20,2,400
5.01187e-09,4.404,0.0,20,2,400
6.30957e-09,5.14372,0.0,20,2,400
7.94328e-09,5.95738,0.0,20,2,400
1e-08,6.8411,0.0,20,2,400
1.25893e-08,7.78915,0.0,20,2,400
1.58489e-08,8.79432,0.0,20,2,400
1.99526e-08,9.84835,0.0,20,2,400
2.51189e-08,10.9424,0.0,20,2,400
3.16228e-08,12.0674,0.0,20,2,400
3.98107e-08,13.2143,0.0,20,2,400
5.01187e-08,14.3741,0.0,20,2,400
6.30957e-08,15.5382,0.0,20,2,400
7.94328e-08,16.6979,0.0,20,2,400
1e-07,17.845,0.0,20,2,400
1.25893e-07,18.9714,0.0,20,2,400
1.58489e-07,20.0693,0.0,20,2,400
1.99526e-07,21.1315,0.0,20,2,400
2.51189e-07,22.1512,0.0,20,2,400
3.16228e-07,23.1226,0.0,20,2,400
3.98107e-07,24.0402,0.0,20,2,400
5.01187e-07,24.8995,0.0,20,2,400
6.30957e-07,25.6972,0.0,20,2,400
7.94328e-07,26.4305,0.0,20,2,400
1e-06,27.098,0.0,20,2,400
1.25893e-06,27.6994,0.0,20,2,400
1.58489e-06,28.2358,0.0,20,2,400
1.99526e-06,28.7091,0.0,20,2,400
2.51189e-06,29.1226,0.0,20,2,400
3.16228e-06,29.4801,0.0,20,2,400
3.98107e-06,29.7863,0.0,20,2,400
5.01187e-06,30.0461,0.0,20,2,400
6.30957e-06,30.2646,0.0,20,2,400
7.94328e-06,30.4469,0.0,20,2,400
1e-05,30.5978,0.0,20,2,400
1.25893e-05,30.722,0.0,20,2,400
1.58489e-05,30.8235,0.0,20,2,400
1.99526e-05,30.9061,0.0,20,2,400
2.51189e-05,30.9731,0.0,20,2,400
3.16228e-05,31.0272,0.0,20,2,400
3.98107e-05,31.0707,0.0,20,2,400
5.01187e-05,31.1056,0.0,20,2,400
6.30957e-05,31.1336,0.0,20,2,400
7.94328e-05,31.1559,0.0,20,2,400
0.0001,31.1738,0.0,20,2,400
1e-09,1.21348,0.0,20,2,500
1.25893e-09,1.4852,0.0,20,2,500
1.58489e-09,1.80872,0.0,20,2,500
1.99526e-09,2.19045,0.0,20,2,500
2.51189e-09,2.63635,0.0,20,2,500
3.16228e-09,3.15158,0.0,20,2,500
3.98107e-09,3.74005,0.0,20,2,500
5.01187e-09,4.404,0.0,20,2,500
6.30957e-09,5.14372,0.0,20,2,500
7.94328e-09,5.95738,0.0,20,2,500
1e-08,6.8411,0.0,20,2,500
1.25893e-08,7.78915,0.0,20,2,500
1.58489e-08,8.79432,0.0,20,2,500
1.99526e-08,9.84835,0.0,20,2,500
2.51189e-08,10.9424,0.0,20,2,500
3.16228e-08,12.0674,0.0,20,2,500
3.98107e-08,13.2143,0.0,20,2,500
5.01187e-08,14.3741,0.0,20,2,500
6.30957e-08,15.5382,0.0,20,2,500
7.94328e-08,16.6979,0.0,20,2,500
1e-07,17.845,0.0,20,2,500
1.25893e-07,18.9714,0.0,20,2,500
1.58489e-07,20.0693,0.0,20,2,500
1.99526e-07,21.1315,0.0,20,2,500
2.51189e-07,22.1512,0.0,20,2,500
3.16228e-07,23.1226,0.0,20,2,500
3.98107e-07,24.0402,0.0,20,2,500
5.01187e-07,24.8995,0.0,20,2,500
6.30957e-07,25.6972,0.0,20,2,500
7.94328e-07,26.4305,0.0,20,2,500
1e-06,27.098,0.0,20,2,500
1.25893e-06,27.6994,0.0,20,2,500
1.58489e-06,28.2358,0.0,20,2,500
1.99526e-06,28.7091,0.0,20,2,500
2.51189e-06,29.1226,0.0,20,2,500
3.16228e-06,29.4801,0.0,20,2,500
3.98107e-06,29.7863,0.0,20,2,500
5.01187e-06,30.0461,0.0,20,2,500
6.30957e-06,30.2646,0.0,20,2,500
7.94328e-06,30.4469,0.0,20,2,500
1e-05,30.5978,0.0,20,2,500
1.25893e-05,30.722,0.0,20,2,500
1.58489e-05,30.8235,0.0,20,2,500
1.99526e-05,30.9061,0.0,20,2,500
2.51189e-05,30.9731,0.0,20,2,500
3.16228e-05,31.0272,0.0,20,2,500
3.98107e-05,31.0707,0.0,20,2,500
5.01187e-05,31.1056,0.0,20,2,500
6.30957e-05,31.1336,0.0,20,2,500
7.94328e-05,31.1559,0.0,20,2,500
0.0001,31.1738,0.0,20,2,500
1e-09,1.24099,0.0,20,5,300
1.25893e-09,1.51467,0.0,20,5,300
1.58489e-09,1.83903,0.0,20,5,300
1.99526e-09,2.21983,0.0,20,5,300
2.51189e-09,2.6623,0.0,20,5,300
3.16228e-09,3.17071,0.0,20,5,300
3.98107e-09,3.74798,0.0,20,5,300
5.01187e-09,4.39528,0.0,20,5,300
6.30957e-09,5.11174,0.0,20,5,300
7.94328e-09,5.89438,0.0,20,5,300
1e-08,6.73813,0.0,20,5,300
1.25893e-08,7.63607,0.0,20,5,300
1.58489e-08,8.57984,0.0,20,5,300
1.99526e-08,9.56004,0.0,20,5,300
2.51189e-08,10.5668,0.0,20,5,300
3.16228e-08,11.5899,0.0,20,5,300
3.98107e-08,12.6194,0.0,20,5,300
5.01187e-08,13.6456,0.0,20,5,300
6.30957e-08,14.6592,0.0,20,5,300
7.94328e-08,15.6516,0.0,20,5,300
1e-07,16.6148,0.0,20,5,300
1.25893e-07,17.5414,0.0,20,5,300
1.58489e-07,18.4253,0.0,20,5,300
1.99526e-07,19.2612,0.0,20,5,300
2.51189e-07,20.0454,0.0,20,5,300
3.16228e-07,20.775,0.0,20,5,300
3.98107e-07,21.4489,0.0,20,5,300
5.01187e-07,22.0666,0.0,20,5,300
6.30957e-07,22.6291,0.0,20,5,300
7.94328e-07,23.1381,0.0,20,5,300
1e-06,23.5957,0.0,20,5,300
1.25893e-06,24.0049,0.0,20,5,300
1.58489e-06,24.3685,0.0,20,5,300
1.99526e-06,24.6898,0.0,20,5,300
2.51189e-06,24.972,0.0,20,5,300
3.16228e-06,25.2181,0.0,20,5,300
3.98107e-06,25.4313,0.0,20,5,300
5.01187e-06,25.6145,0.0,20,5,300
6.30957e-06,25.7707,0.0,20,5,300
7.94328e-06,25.9029,0.0,20,5,300
1e-05,26.0137,0.0,20,5,300
1.25893e-05,26.1061,0.0,20,5,300
1.58489e-05,26.1824,0.0,20,5,300
1.99526e-05,26.2451,0.0,20,5,300
2.51189e-05,26.2963,0.0,20,5,300
3.16228e-05,26.3379,0.0,20,5,300
3.98107e-05,26.3716,0.0,20,5,300
5.01187e-05,26.3988,0.0,20,5,300
6.30957e-05,26.4206,0.0,20,5,300
7.94328e-05,26.4382,0.0,20,5,300
0.0001,26.4522,0.0,20,5,300
1e-09,1.24099,0.0,20,5,400
1.25893e-09,1.51467,0.0,20,5,400
1.58489e-09,1.83903,0.0,20,5,400
1.99526e-09,2.21983,0.0,20,5,400
2.51189e-09,2.6623,0.0,20,5,400
3.16228e-09,3.17071,0.0,20,5,400
3.98107e-09,3.74798,0.0,20,5,400
5.01187e-09,4.39528,0.0,20,5,400
6.30957e-09,5.11174,0.0,20,5,400
7.94328e-09,5.89438,0.0,20,5,400
1e-08,6.73813,0.0,20,5,400
1.25893e-08,7.63607,0.0,20,5,400
1.58489e-08,8.57984,0.0,20,5,400
1.99526e-08,9.56004,0.0,20,5,400
2.51189e-08,10.5668,0.0,20,5,400
3.16228e-08,11.5899,0.0,20,5,400
3.98107e-08,12.6194,0.0,20,5,400
5.01187e-08,13.6456,0.0,20,5,400
6.30957e-08,14.6592,0.0,20,5,400
7.94328e-08,15.6516,0.0,20,5,400
1e-07,16.6148,0.0,20,5,400
1.25893e-07,17.5414,0.0,20,5,400
1.58489e-07,18.4253,0.0,20,5,400
1.99526e-07,19.2612,0.0,20,5,400
2.51189e-07,20.0454,0.0,20,5,400
3.16228e-07,20.775,0.0,20,5,400
3.98107e-07,21.4489,0.0,20,5,400
5.01187e-07,22.0666,0.0,20,5,400
6.30957e-07,22.6291,0.0,20,5,400
7.94328e-07,23.1381,0.0,20,5,400
1e-06,23.5957,0.0,20,5,400
1.25893e-06,24.0049,0.0,20,5,400
1.58489e-06,24.3685,0.0,20,5,400
1.99526e-06,24.6898,0.0,20,5,400
2.51189e-06,24.972,0.0,20,5,400
3.16228e-06,25.2181,0.0,20,5,400
3.98107e-06,25.4313,0.0,20,5,400
5.01187e-06,25.6145,0.0,20,5,400
6.30957e-06,25.7707,0.0,20,5,400
7.94328e-06,25.9029,0.0,20,5,400
1e-05,26.0137,0.0,20,5,400
1.25893e-05,26.1061,0.0,20,5,400
1.58489e-05,26.1824,0.0,20,5,400
1.99526e-05,26.2451,0.0,20,5,400
2.51189e-05,26.2963,0.0,20,5,400
3.16228e-05,26.3379,0.0,20,5,400
3.98107e-05,26.3716,0.0,20,5,400
5.01187e-05,26.3988,0.0,20,5,400
6.30957e-05,26.4206,0.0,20,5,400
7.94328e-05,26.4382,0.0,20,5,400
0.0001,26.4522,0.0,20,5,400
1e-09,1.24099,0.0,20,5,500
1.25893e-09,1.51467,0.0,20,5,500
1.58489e-09,1.83903,0.0,20,5,500
1.99526e-09,2.21983,0.0,20,5,500
2.51189e-09,2.6623,0.0,20,5,500
3.16228e-09,3.17071,0.0,20,5,500
3.98107e-09,3.74798,0.0,20,5,500
5.01187e-09,4.39528,0.0,20,5,500
6.30957e-09,5.11174,0.0,20,5,500
7.94328e-09,5.89438,0.0,20,5,500
1e-08,6.73813,0.0,20,5,500
1.25893e-08,7.63607,0.0,20,5,500
1.58489e-08,8.57984,0.0,20,5,500
1.99526e-08,9.56004,0.0,20,5,500
2.51189e-08,10.5668,0.0,20,5,500
3.16228e-08,11.5899,0.0,20,5,500
3.98107e-08,12.6194,0.0,20,5,500
5.01187e-08,13.6456,0.0,20,5,500
6.30957e-08,14.6592,0.0,20,5,500
7.94328e-08,15.6516,0.0,20,5,500
1e-07,16.6148,0.0,20,5,500
1.25893e-07,17.5414,0.0,20,5,500
1.58489e-07,18.4253,0.0,20,5,500
1.99526e-07,19.2612,0.0,20,5,500
2.51189e-07,20.0454,0.0,20,5,500
3.16228e-07,20.775,0.0,20,5,500
3.98107e-07,21.4489,0.0,20,5,500
5.01187e-07,22.0666,0.0,20,5,500
6.30957e-07,22.6291,0.0,20,5,500
7.94328e-07,23.1381,0.0,20,5,500
1e-06,23.5957,0.0,20,5,500
1.25893e-06,24.0049,0.0,20,5,500
1.58489e-06,24.3685,0.0,20,5,500
1.99526e-06,24.6898,0.0,20,5,500
2.51189e-06,24.972,0.0,20,5,500
3.16228e-06,25.2181,0.0,20,5,500
3.98107e-06,25.4313,0.0,20,5,500
5.01187e-06,25.6145,0.0,20,5,500
6.30957e-06,25.7707,0.0,20,5,500
7.94328e-06,25.9029,0.0,20,5,500
1e-05,26.0137,0.0,20,5,500
1.25893e-05,26.1061,0.0,20,5,500
1.58489e-05,26.1824,0.0,20,5,500
1.99526e-05,26.2451,0.0,20,5,500
2.51189e-05,26.2963,0.0,20,5,500
3.16228e-05,26.3379,0.0,20,5,500
3.98107e-05,26.3716,0.0,20,5,500
5.01187e-05,26.3988,0.0,20,5,500
6.30957e-05,26.4206,0.0,20,5,500
7.94328e-05,26.4382,0.0,20,5,500
0.0001,26.4522,0.0,20,5,500
1e-09,1.29661,0.0,20,10,300
1.25893e-09,1.58101,0.0,20,10,300
1.58489e-09,1.91754,0.0,20,10,300
1.99526e-09,2.31198,0.0,20,10,300
2.51189e-09,2.76948,0.0,20,10,300
3.16228e-09,3.29414,0.0,20,10,300
3.98107e-09,3.88856,0.0,20,10,300
5.01187e-09,4.55335,0.0,20,10,300
6.30957e-09,5.28687,0.0,20,10,300
7.94328e-09,6.08496,0.0,20,10,300
1e-08,6.94102,0.0,20,10,300
1.25893e-08,7.84622,0.0,20,10,300
1.58489e-08,8.78998,0.0,20,10,300
1.99526e-08,9.76051,0.0,20,10,300
2.51189e-08,10.7455,0.0,20,10,300
3.16228e-08,11.7329,0.0,20,10,300
3.98107e-08,12.711,0.0,20,10,300
5.01187e-08,13.6693,0.0,20,10,300
6.30957e-08,14.5987,0.0,20,10,300
7.94328e-08,15.4914,0.0,20,10,300
1e-07,16.3411,0.0,20,10,300
1.25893e-07,17.1433,0.0,20,10,300
1.58489e-07,17.895,0.0,20,10,300
1.99526e-07,18.5945,0.0,20,10,300
2.51189e-07,19.2415,0.0,20,10,300
3.16228e-07,19.8367,0.0,20,10,300
3.98107e-07,20.3817,0.0,20,10,300
5.01187e-07,20.8785,0.0,20,10,300
6.30957e-07,21.3294,0.0,20,10,300
7.94328e-07,21.7366,0.0,20,10,300
1e-06,22.1025,0.0,20,10,300
1.25893e-06,22.4293,0.0,20,10,300
1.58489e-06,22.7192,0.0,20,10,300
1.99526e-06,22.9741,0.0,20,10,300
2.51189e-06,23.1964,0.0,20,10,300
3.16228e-06,23.3885,0.0,20,10,300
3.98107e-06,23.5529,0.0,20,10,300
5.01187e-06,23.6923,0.0,20,10,300
6.30957e-06,23.8094,0.0,20,10,300
7.94328e-06,23.9069,0.0,20,10,300
1e-05,23.9876,0.0,20,10,300
1.25893e-05,24.0538,0.0,20,10,300
1.58489e-05,24.1079,0.0,20,10,300
1.99526e-05,24.1519,0.0,20,10,300
2.51189e-05,24.1875,0.0,20,10,300
3.16228e-05,24.2162,0.0,20,10,300
3.98107e-05,24.2392,0.0,20,10,300
5.01187e-05,24.2577,0.0,20,10,300
6.30957e-05,24.2725,0.0,20,10,300
7.94328e-05,24.2844,0.0,20,10,300
0.0001,24.2938,0.0,20,10,300
1e-09,1.29661,0.0,20,10,400
1.25893e-09,1.58101,0.0,20,10,400
1.58489e-09,1.91754,0.0,20,10,400
1.99526e-09,2.31198,0.0,20,10,400
2.51189e-09,2.76948,0.0,20,10,400
3.16228e-09,3.29414,0.0,20,10,400
3.98107e-09,3.88856,0.0,20,10,400
5.01187e-09,4.55335,0.0,20,10,400
6.30957e-09,5.28687,0.0,20,10,400
7.94328e-09,6.08496,0.0,20,10,400
1e-08,6.94102,0.0,20,10,400
1.25893e-08,7.84622,0.0,20,10,400
1.58489e-08,8.78998,0.0,20,10,400
1.99526e-08,9.76051,0.0,20,10,400
2.51189e-08,10.7455,0.0,20,10,400
3.16228e-08,11.7329,0.0,20,10,400
3.98107e-08,12.711,0.0,20,10,400
5.01187e-08,13.6693,0.0,20,10,400
6.30957e-08,14.5987,0.0,20,10,400
7.94328e-08,15.4914,0.0,20,10,400
1e-07,16.3411,0.0,20,10,400
1.25893e-07,17.1433,0.0,20,10,400
1.58489e-07,17.895,0.0,20,10,400
1.99526e-07,18.5945,0.0,20,10,400
2.51189e-07,19.2415,0.0,20,10,400
3.16228e-07,19.8367,0.0,20,10,400
3.98107e-07,20.3817,0.0,20,10,400
5.01187e-07,20.8785,0.0,20,10,400
6.30957e-07,21.3294,0.0,20,10,400
7.94328e-07,21.7366,0.0,20,10,400
1e-06,22.1025,0.0,20,10,400
1.25893e-06,22.4293,0.0,20,10,400
1.58489e-06,22.7192,0.0,20,10,400
1.99526e-06,22.9741,0.0,20,10,400
2.51189e-06,23.1964,0.0,20,10,400
3.16228e-06,23.3885,0.0,20,10,400
3.98107e-06,23.5529,0.0,20,10,400
5.01187e-06,23.6923,0.0,20,10,400
6.30957e-06,23.8094,0.0,20,10,400
7.94328e-06,23.9069,0.0,20,10,400
1e-05,23.9876,0.0,20,10,400
1.25893e-05,24.0538,0.0,20,10,400
1.58489e-05,24.1079,0.0,20,10,400
1.99526e-05,24.1519,0.0,20,10,400
2.51189e-05,24.1875,0.0,20,10,400
3.16228e-05,24.2162,0.0,20,10,400
3.98107e-05,24.2392,0.0,20,10,400
5.01187e-05,24.2577,0.0,20,10,400
6.30957e-05,24.2725,0.0,20,10,400
7.94328e-05,24.2844,0.0,20,10,400
0.0001,24.2938,0.0,20,10,400
1e-09,1.29661,0.0,20,10,500
1.25893e-09,1.58101,0.0,20,10,500
1.58489e-09,1.91754,0.0,20,10,500
1.99526e-09,2.31198,0.0,20,10,500
2.51189e-09,2.76948,0.0,20,10,500
3.16228e-09,3.29414,0.0,20,10,500
3.98107e-09,3.88856,0.0,20,10,500
5.01187e-09,4.55335,0.0,20,10,500
6.30957e-09,5.28687,0.0,20,10,500
7.94328e-09,6.08496,0.0,20,10,500
1e-08,6.94102,0.0,20,10,500
1.25893e-08,7.84622,0.0,20,10,500
1.58489e-08,8.78998,0.0,20,10,500
1.99526e-08,9.76051,0.0,20,10,500
2.51189e-08,10.7455,0.0,20,10,500
3.16228e-08,11.7329,0.0,20,10,500
3.98107e-08,12.711,0.0,20,10,500
5.01187e-08,13.6693,0.0,20,10,500
6.30957e-08,14.5987,0.0,20,10,500
7.94328e-08,15.4914,0.0,20,10,500
1e-07,16.3411,0.0,20,10,500
1.25893e-07,17.1433,0.0,20,10,500
1.58489e-07,17.895,0.0,20,10,500
1.99526e-07,18.5945,0.0,20,10,500
2.51189e-07,19.2415,0.0,20,10,500
3.16228e-07,19.8367,0.0,20,10,500
3.98107e-07,20.3817,0.0,20,10,500
5.01187e-07,20.8785,0.0,20,10,500
6.30957e-07,21.3294,0.0,20,10,500
7.94328e-07,21.7366,0.0,20,10,500
1e-06,22.1025,0.0,20,10,500
1.25893e-06,22.4293,0.0,20,10,500
1.58489e-06,22.7192,0.0,20,10,500
1.99526e-06,22.9741,0.0,20,10,500
2.51189e-06,23.1964,0.0,20,10,500
3.16228e-06,23.3885,0.0,20,10,500
3.98107e-06,23.5529,0.0,20,10,500
5.01187e-06,23.6923,0.0,20,10,500
6.30957e-06,23.8094,0.0,20,10,500
7.94328e-06,23.9069,0.0,20,10,500
1e-05,23.9876,0.0,20,10,500
1.25893e-05,24.0538,0.0,20,10,500
1.58489e-05,24.1079,0.0,20,10,500
1.99526e-05,24.1519,0.0,20,10,500
2.51189e-05,24.1875,0.0,20,10,500
3.16228e-05,24.2162,0.0,20,10,500
3.98107e-05,24.2392,0.0,20,10,500
5.01187e-05,24.2577,0.0,20,10,500
6.30957e-05,24.2725,0.0,20,10,500
7.94328e-05,24.2844,0.0,20,10,500
0.0001,24.2938,0.0,20,10,500
1e-09,1.3975,0.0,20,20,300
1.25893e-09,1.70692,0.0,20,20,300
1.58489e-09,2.07439,0.0,20,20,300
1.99526e-09,2.50689,0.0,20,20,300
2.51189e-09,3.01088,0.0,20,20,300
3.16228e-09,3.5918,0.0,20,20,300
3.98107e-09,4.25346,0.0,20,20,300
5.01187e-09,4.99743,0.0,20,20,300
6.30957e-09,5.82246,0.0,20,20,300
7.94328e-09,6.72404,0.0,20,20,300
1e-08,7.69421,0.0,20,20,300
1.25893e-08,8.72167,0.0,20,20,300
1.58489e-08,9.79223,0.0,20,20,300
1.99526e-08,10.8896,0.0,20,20,300
2.51189e-08,11.9966,0.0,20,20,300
3.16228e-08,13.0959,0.0,20,20,300
3.98107e-08,14.1716,0.0,20,20,300
5.01187e-08,15.2095,0.0,20,20,300
6.30957e-08,16.1984,0.0,20,20,300
7.94328e-08,17.1297,0.0,20,20,300
1e-07,17.9979,0.0,20,20,300
1.25893e-07,18.8005,0.0,20,20,300
1.58489e-07,19.537,0.0,20,20,300
1.99526e-07,20.2092,0.0,20,20,300
2.51189e-07,20.8202,0.0,20,20,300
3.16228e-07,21.3743,0.0,20,20,300
3.98107e-07,21.876,0.0,20,20,300
5.01187e-07,22.3303,0.0,20,20,300
6.30957e-07,22.7417,0.0,20,20,300
7.94328e-07,23.1145,0.0,20,20,300
1e-06,23.4523,0.0,20,20,300
1.25893e-06,23.7583,0.0,20,20,300
1.58489e-06,24.0348,0.0,20,20,300
1.99526e-06,24.284,0.0,20,20,300
2.51189e-06,24.5072,0.0,20,20,300
3.16228e-06,24.706,0.0,20,20,300
3.98107e-06,24.8815,0.0,20,20,300
5.01187e-06,25.0351,0.0,20,20,300
6.30957e-06,25.1681,0.0,20,20,300
7.94328e-06,25.2821,0.0,20,20,300
1e-05,25.3789,0.0,20,20,300
1.25893e-05,25.4604,0.0,20,20,300
1.58489e-05,25.5283,0.0,20,20,300
1.99526e-05,25.5844,0.0,20,20,300
2.51189e-05,25.6305,0.0,20,20,300
3.16228e-05,25.6682,0.0,20,20,300
3.98107e-05,25.6988,0.0,20,20,300
5.01187e-05,25.7236,0.0,20,20,300
6.30957e-05,25.7435,0.0,20,20,300
7.94328e-05,25.7596,0.0,20,20,300
0.0001,25.7725,0.0,20,20,300
1e-09,1.3975,0.0,20,20,400
1.25893e-09,1.70692,0.0,20,20,400
1.58489e-09,2.07439,0.0,20,20,400
1.99526e-09,2.50689,0.0,20,20,400
2.51189e-09,3.01088,0.0,20,20,400
3.16228e-09,3.5918,0.0,20,20,400
3.98107e-09,4.25346,0.0,20,20,400
5.01187e-09,4.99743,0.0,20,20,400
6.30957e-09,5.82246,0.0,20,20,400
7.94328e-09,6.72404,0.0,20,20,400
1e-08,7.69421,0.0,20,20,400
1.25893e-08,8.72167,0.0,20,20,400
1.58489e-08,9.79223,0.0,20,20,400
1.99526e-08,10.8896,0.0,20,20,400
2.51189e-08,11.9966,0.0,20,20,400
3.16228e-08,13.0959,0.0,20,20,400
3.98107e-08,14.1716,0.0,20,20,400
5.01187e-08,15.2095,0.0,20,20,400
6.30957e-08,16.1984,0.0,20,20,400
7.94328e-08,17.1297,0.0,20,20,400
1e-07,17.9979,0.0,20,20,400
1.25893e-07,18.8005,0.0,20,20,400
1.58489e-07,19.537,0.0,20,20,400
1.99526e-07,20.2092,0.0,20,20,400
2.51189e-07,20.8202,0.0,20,20,400
3.16228e-07,21.3743,0.0,20,20,400
3.98107e-07,21.876,0.0,20,20,400
5.01187e-07,22.3303,0.0,20,20,400
6.30957e-07,22.7417,0.0,20,20,400
7.94328e-07,23.1145,0.0,20,20,400
1e-06,23.4523,0.0,20,20,400
1.25893e-06,23.7583,0.0,20,20,400
1.58489e-06,24.0348,0.0,20,20,400
1.99526e-06,24.284,0.0,20,20,400
2.51189e-06,24.5072,0.0,20,20,400
3.16228e-06,24.706,0.0,20,20,400
3.98107e-06,24.8815,0.0,20,20,400
5.01187e-06,25.0351,0.0,20,20,400
6.30957e-06,25.1681,0.0,20,20,400
7.94328e-06,25.2821,0.0,20,20,400
1e-05,25.3789,0.0,20,20,400
1.25893e-05,25.4604,0.0,20,20,400
1.58489e-05,25.5283,0.0,20,20,400
1.99526e-05,25.5844,0.0,20,20,400
2.51189e-05,25.6305,0.0,20,20,400
3.16228e-05,25.6682,0.0,20,20,400
3.98107e-05,25.6988,0.0,20,20,400
5.01187e-05,25.7236,0.0,20,20,400
6.30957e-05,25.7435,0.0,20,20,400
7.94328e-05,25.7596,0.0,20,20,400
0.0001,25.7725,0.0,20,20,400
1e-09,1.3975,0.0,20,20,500
1.25893e-09,1.70692,0.0,20,20,500
1.58489e-09,2.07439,0.0,20,20,500
1.99526e-09,2.50689,0.0,20,20,500
2.51189e-09,3.01088,0.0,20,20,500
3.16228e-09,3.5918,0.0,20,20,500
3.98107e-09,4.25346,0.0,20,20,500
5.01187e-09,4.99743,0.0,20,20,500
6.30957e-09,5.82246,0.0,20,20,500
7.94328e-09,6.72404,0.0,20,20,500
1e-08,7.69421,0.0,20,20,500
1.25893e-08,8.72167,0.0,20,20,500
1.58489e-08,9.79223,0.0,20,20,500
1.99526e-08,10.8896,0.0,20,20,500
2.51189e-08,11.9966,0.0,20,20,500
3.16228e-08,13.0959,0.0,20,20,500
3.98107e-08,14.1716,0.0,20,20,500
5.01187e-08,15.2095,0.0,20,20,500
6.30957e-08,16.1984,0.0,20,20,500
7.94328e-08,17.1297,0.0,20,20,500
1e-07,17.9979,0.0,20,20,500
1.25893e-07,18.8005,0.0,20,20,500
1.58489e-07,19.537,0.0,20,20,500
1.99526e-07,20.2092,0.0,20,20,500
2.51189e-07,20.8202,0.0,20,20,500
3.16228e-07,21.3743,0.0,20,20,500
3.98107e-07,21.876,0.0,20,20,500
5.01187e-07,22.3303,0.0,20,20,500
6.30957e-07,22.7417,0.0,20,20,500
7.94328e-07,23.1145,0.0,20,20,500
1e-06,23.4523,0.0,20,20,500
1.25893e-06,23.7583,0.0,20,20,500
1.58489e-06,24.0348,0.0,20,20,500
1.99526e-06,24.284,0.0,20,20,500
2.51189e-06,24.5072,0.0,20,20,500
3.16228e-06,24.706,0.0,20,20,500
3.98107e-06,24.8815,0.0,20,20,500
5.01187e-06,25.0351,0.0,20,20,500
6.30957e-06,25.1681,0.0,20,20,500
7.94328e-06,25.2821,0.0,20,20,500
1e-05,25.3789,0.0,20,20,500
1.25893e-05,25.4604,0.0,20,20,500
1.58489e-05,25.5283,0.0,20,20,500
1.99526e-05,25.5844,0.0,20,20,500
2.51189e-05,25.6305,0.0,20,20,500
3.16228e-05,25.6682,0.0,20,20,500
3.98107e-05,25.6988,0.0,20,20,500
5.01187e-05,25.7236,0.0,20,20,500
6.30957e-05,25.7435,0.0,20,20,500
7.94328e-05,25.7596,0.0,20,20,500
0.0001,25.7725,0.0,20,20,500
1e-09,0.77815,0.1,2,2,300
1.25893e-09,0.883007,0.1,2,2,300
1.58489e-09,0.993208,0.1,2,2,300
1.99526e-09,1.10762,0.1,2,2,300
2.51189e-09,1.22509,0.1,2,2,300
3.16228e-09,1.34447,0.1,2,2,300
3.98107e-09,1.46473,0.1,2,2,300
5.01187e-09,1.58496,0.1,2,2,300
6.30957e-09,1.7044,0.1,2,2,300
7.94328e-09,1.82245,0.1,2,2,300
1e-08,1.93869,0.1,2,2,300
1.25893e-08,2.05287,0.1,2,2,300
1.58489e-08,2.16489,0.1,2,2,300
1.99526e-08,2.27482,0.1,2,2,300
